SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,303.15,0.0296,n-propanol,CCCO,10.1016/j.jct.2016.11.032
Cc1cc([N+](=O)[O-])ccc1N,303.15,0.0162,n-propanol,CCCO,10.1016/j.jct.2016.10.037
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,303.15,0.01426,n-propanol,CCCO,10.1016/j.jct.2016.10.046
Cn1cnc([N+](=O)[O-])c1Cl,303.15,0.003422,n-propanol,CCCO,10.1016/j.jct.2016.10.006
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.0567,n-propanol,CCCO,10.1016/j.jct.2016.10.014
COc1cc(Cl)nc(N)n1,303.15,0.005017,n-propanol,CCCO,10.1016/j.jct.2016.10.020
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,0.000475,n-propanol,CCCO,10.1016/j.jct.2016.09.011
O=Cc1ccc([N+](=O)[O-])cc1,303.15,0.02723,n-propanol,CCCO,10.1016/j.jct.2016.09.012
Nc1nnc[nH]1,303.15,0.02197,n-propanol,CCCO,10.1016/j.jct.2016.09.033
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,0.000258,n-propanol,CCCO,10.1016/j.jct.2016.09.015
O=Cc1ccc(C=O)cc1,303.15,0.02563,n-propanol,CCCO,10.1016/j.jct.2016.07.013
CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.04142,n-propanol,CCCO,10.1016/j.jct.2016.08.007
O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.001434,n-propanol,CCCO,10.1016/j.jct.2016.04.018
Cc1ccc(C(C)C)c(O)c1,303.15,0.6557,n-propanol,CCCO,10.1016/j.jct.2015.09.010
O=C1NC(=O)c2ccccc21,303.15,0.003084,n-propanol,CCCO,10.1016/j.jct.2015.10.024
Cc1cccc([N+](=O)[O-])c1N,303.15,0.03051,n-propanol,CCCO,10.1016/j.jct.2016.05.027
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],303.15,0.01155,n-propanol,CCCO,10.1016/j.jct.2016.07.023
N=C(Nc1ccccc1)Nc1ccccc1,303.15,0.0406,n-propanol,CCCO,10.1016/j.jct.2016.03.011
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,303.15,0.02152,n-propanol,CCCO,10.1016/j.jct.2016.09.038
CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,303.15,0.009609,n-propanol,CCCO,10.1016/j.jct.2015.11.025
Nc1ccc(N2CCOCC2=O)cc1,303.15,0.001053,n-propanol,CCCO,10.1016/j.jct.2016.01.022
O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.0004106,n-propanol,CCCO,10.1016/j.jct.2016.01.003
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,303.15,0.1899,n-propanol,CCCO,10.1016/j.jct.2014.04.011
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,303.15,0.0003182,n-propanol,CCCO,10.1016/j.jct.2012.08.007
Clc1ncnc2[nH]ccc12,303.15,0.0205,n-propanol,CCCO,10.1016/j.jct.2021.106493
Nc1nc(N)nc(NC2CC2)n1,303.15,0.001629,n-propanol,CCCO,10.1016/j.fluid.2018.07.024
Cn1cc([N+](=O)[O-])cn1,303.15,0.003314,n-propanol,CCCO,10.1016/j.fluid.2018.05.023
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,303.15,0.00793,n-propanol,CCCO,10.1016/j.fluid.2018.05.005
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.2262,n-propanol,CCCO,10.1016/j.fluid.2018.01.015
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.011795,n-propanol,CCCO,10.1016/j.fluid.2017.04.008
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,303.15,0.001838,n-propanol,CCCO,10.1016/j.fluid.2016.10.021
CCOc1ccccc1C(N)=O,303.15,0.01787,n-propanol,CCCO,10.1016/j.fluid.2016.08.019
O=c1ccc2ccccc2o1,303.15,0.07806,n-propanol,CCCO,10.1016/j.fluid.2015.03.022
N=C(N)N.O=[N+]([O-])O,303.15,0.0041,n-propanol,CCCO,10.1016/j.fluid.2014.12.037
CCn1c2ccccc2c2ccccc21,303.15,0.024,n-propanol,CCCO,10.1016/j.fluid.2014.06.030
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,303.15,0.00381,n-propanol,CCCO,10.1016/j.fluid.2014.04.028
COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,303.15,0.00081,n-propanol,CCCO,10.1016/j.fluid.2013.06.037
COC(=O)[C@@H](N)CS.Cl,303.15,0.01058,n-butanol,CCCCO,10.1021/acs.jced.0c00795
CC1(C)NC(=O)NC1=O,303.15,0.04465,n-butanol,CCCCO,10.1021/acs.jced.9b01020
NS(=O)(=O)Cc1noc2ccccc12,303.15,0.00122,n-butanol,CCCCO,10.1021/acs.jced.0c00249
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.000471,n-butanol,CCCCO,10.1021/acs.jced.0c00254
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.008456,n-butanol,CCCCO,10.1021/acs.jced.0c00376
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,0.000557,n-butanol,CCCCO,10.1021/acs.jced.0c00301
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,0.008952,n-butanol,CCCCO,10.1021/acs.jced.0c00127
O=C(Nc1ccccc1)c1ccccc1,303.15,0.008772,n-butanol,CCCCO,10.1021/acs.jced.0c00167
Nc1ccc(S(N)(=O)=O)cc1,303.15,0.002268,n-butanol,CCCCO,10.1021/acs.jced.9b00411
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,0.0006,n-butanol,CCCCO,10.1021/acs.jced.0c00558
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,0.00072,n-butanol,CCCCO,10.1021/acs.jced.0c00616
O=C(O)COc1ccc(Cl)cc1,303.15,0.05007,n-butanol,CCCCO,10.1021/acs.jced.1c00153
Cc1cc(Cl)cc(C(=O)O)c1N,303.15,0.008201,n-butanol,CCCCO,10.1021/acs.jced.1c00047
Cc1c(N)cccc1C(=O)O,303.15,0.004417,n-butanol,CCCCO,10.1021/acs.jced.1c00109
c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,0.00155,n-butanol,CCCCO,10.1021/acs.jced.1c00163
CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,0.02321,n-butanol,CCCCO,10.1021/acs.jced.1c00037
CSCCC(NC(C)=O)C(=O)O,303.15,0.0591,n-butanol,CCCCO,10.1021/acs.jced.1c00064
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.002055,n-butanol,CCCCO,10.1021/acs.jced.1c00062
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.15,0.0025176,n-butanol,CCCCO,10.1021/acs.jced.0c01088
O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.000181,n-butanol,CCCCO,10.1021/acs.jced.0c00794
O=Cc1cc(C=O)cc(C=O)c1,303.15,0.001815,n-butanol,CCCCO,10.1021/acs.jced.0c00776
OCC(O)COc1ccc(Cl)cc1,303.15,0.09234,n-butanol,CCCCO,10.1021/acs.jced.0c00900
COc1cc2nc(Cl)nc(N)c2cc1OC,303.15,0.000648,n-butanol,CCCCO,10.1021/acs.jced.0c00506
CCOc1ccccc1C(N)=O,303.15,0.015752,n-butanol,CCCCO,10.1021/acs.jced.0c01081
O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0247274,n-butanol,CCCCO,10.1021/acs.jced.0c01078
O=C(O)c1cccc(O)c1O,303.15,0.08056,n-butanol,CCCCO,10.1021/acs.jced.0c01032
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00042623,n-butanol,CCCCO,10.1021/acs.jced.0c00803
c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.002661,n-butanol,CCCCO,10.1021/acs.jced.0c00724
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,303.15,0.04844,n-butanol,CCCCO,10.1021/acs.jced.0c00655
Nc1cccc(Cl)c1C(=O)O,303.15,0.04392,n-butanol,CCCCO,10.1021/acs.jced.0c00320
CC1=NN(c2ccccc2)C(=O)C1,303.15,0.037215,n-butanol,CCCCO,10.1021/acs.jced.0c00290
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.0126,n-butanol,CCCCO,10.1021/acs.jced.0c00201
Cl.N=C(N=C(N)N)N1CCOCC1,303.15,0.001007,n-butanol,CCCCO,10.1021/acs.jced.0c00015
Nc1nc(=O)[nH]cc1F,303.15,0.0005667,n-butanol,CCCCO,10.1021/acs.jced.1c00206
O=C(O)CNCc1ccccc1,303.15,0.000262,n-butanol,CCCCO,10.1021/acs.jced.1c00050
O=C(O)c1cccc([N+](=O)[O-])c1O,303.15,0.06316,n-butanol,CCCCO,10.1021/acs.jced.1c00259
Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,303.15,0.001911,n-butanol,CCCCO,10.1021/acs.jced.1c00239
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,303.15,0.002225,n-butanol,CCCCO,10.1021/acs.jced.1c00302
CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.008286,n-butanol,CCCCO,10.1021/acs.jced.1c00079
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,303.15,0.125638,n-butanol,CCCCO,10.1021/acs.jced.1c00201
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,303.15,0.01346,n-butanol,CCCCO,10.1021/acs.jced.1c00232
Nc1cccc(C(=O)O)c1,303.15,0.009339,n-butanol,CCCCO,10.1021/acs.jced.1c00247
CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,303.15,0.008128,n-butanol,CCCCO,10.1021/acs.jced.0c00097
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.03014,n-butanol,CCCCO,10.1021/acs.jced.0c00122
O=C1N=c2ccccc2=N1,303.15,0.0048722,n-butanol,CCCCO,10.1021/acs.jced.0c00165
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.1488,n-butanol,CCCCO,10.1021/acs.jced.0c00166
O=c1cc(CBr)c2ccccc2[nH]1,303.15,0.000461,n-butanol,CCCCO,10.1021/acs.jced.0c00303
OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,303.15,0.00024953,n-butanol,CCCCO,10.1021/acs.jced.0c00332
CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,303.15,0.02197,n-butanol,CCCCO,10.1021/acs.jced.1c00485
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,303.15,0.000675,n-butanol,CCCCO,10.1021/acs.jced.1c00432
COc1cc2c(cc1OC)C(=O)CC2,303.15,0.035216,n-butanol,CCCCO,10.1021/acs.jced.1c00040
CC(=O)NCC(=O)O,303.15,0.003262,n-butanol,CCCCO,10.1021/acs.jced.0c00983
CC(=O)N1CCC[C@H]1C(=O)O,303.15,0.0877,n-butanol,CCCCO,10.1021/acs.jced.1c00032
CCCOC(=O)c1ccc(O)cc1,303.15,0.2362,n-butanol,CCCCO,10.1021/acs.jced.0c00584
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,303.15,0.01381,n-butanol,CCCCO,10.1021/acs.jced.0c00513
C=CC(=O)NC(C)(C)CS(=O)(=O)O,303.15,0.006485,n-butanol,CCCCO,10.1021/acs.jced.0c00578
O=C(O)Cc1ccccc1[N+](=O)[O-],303.15,0.03228,n-butanol,CCCCO,10.1021/acs.jced.0c00543
O=C(O)Cc1ccc([N+](=O)[O-])cc1,303.15,0.08772,n-butanol,CCCCO,10.1021/acs.jced.0c00182
N[C@@H](CS)C(=O)O,303.15,8.2e-05,n-butanol,CCCCO,10.1021/acs.jced.0c00031
Oc1ccc(OCc2ccccc2)cc1,303.15,0.05429,n-butanol,CCCCO,10.1021/acs.jced.9b00817
O=C([O-])/C=C/C(=O)O.[Na+],303.15,5.97e-05,n-butanol,CCCCO,10.1021/acs.jced.9b01203
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],303.15,0.01292,n-butanol,CCCCO,10.1021/acs.jced.9b01036
O=C[C@H](O)[C@H](O)[C@H](O)CO,303.15,0.0081397,n-butanol,CCCCO,10.1021/acs.jced.0c00009
Oc1c(Br)cc(Br)c2cccnc12,303.15,0.0002793,n-butanol,CCCCO,10.1021/acs.jced.9b01190
CC(=O)N[C@@H](CC(C)C)C(=O)O,303.15,0.02907,n-butanol,CCCCO,10.1021/acs.jced.9b01151
CN(C)Cc1c[nH]c2ccccc12,303.15,0.05648,n-butanol,CCCCO,10.1021/acs.jced.9b00911
CN(C)Cc1c[nH]c2ccccc12,303.15,0.002729,n-butanol,CCCCO,10.1021/acs.jced.9b01063
C[C@H](N)C(=O)O,303.15,0.000517,n-butanol,CCCCO,10.1021/acs.jced.9b00743
COc1cc([N+](=O)[O-])ccc1N,303.15,0.003715,n-butanol,CCCCO,10.1021/acs.jced.9b00991
O=Cc1ccc(O)c(Br)c1,303.15,0.02298,n-butanol,CCCCO,10.1021/acs.jced.9b01004
CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],303.15,7.53e-05,n-butanol,CCCCO,10.1021/acs.jced.9b00999
Nc1ccc(Cl)cc1[N+](=O)[O-],303.15,0.02147,n-butanol,CCCCO,10.1021/acs.jced.9b00919
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0007496,n-butanol,CCCCO,10.1021/acs.jced.9b00703
NC(N)=NC(N)=NCCc1ccccc1,303.15,0.001665,n-butanol,CCCCO,10.1021/acs.jced.9b00844
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,303.15,0.0001691,n-butanol,CCCCO,10.1021/acs.jced.9b00490
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.003081,n-butanol,CCCCO,10.1021/acs.jced.9b00778
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,303.15,9.508e-05,n-butanol,CCCCO,10.1021/acs.jced.9b00693
N[C@H](Cc1c[nH]cn1)C(=O)O,303.15,0.001052,n-butanol,CCCCO,10.1021/acs.jced.9b00659
O=P(O)(O)c1ccccc1,303.15,0.26001,n-butanol,CCCCO,10.1021/acs.jced.9b00362
OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,303.15,0.0557,n-butanol,CCCCO,10.1021/acs.jced.9b00286
N=C(N)NC(N)=S,303.15,0.002255,n-butanol,CCCCO,10.1021/acs.jced.9b00458
O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,303.15,0.000502,n-butanol,CCCCO,10.1021/acs.jced.7b00518
O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.01469,n-butanol,CCCCO,10.1021/acs.jced.9b00560
c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,303.15,0.000217,n-butanol,CCCCO,10.1021/acs.jced.9b00432
N[C@@H](CO)C(=O)O,303.15,1.3e-05,n-butanol,CCCCO,10.1021/acs.jced.9b00460
Cc1nc(N)nc(N)n1,303.15,0.000919,n-butanol,CCCCO,10.1021/acs.jced.9b00593
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,0.0002,n-butanol,CCCCO,10.1021/acs.jced.9b00562
Cc1cnc(C(=O)O)cn1,303.15,2.19e-05,n-butanol,CCCCO,10.1021/acs.jced.9b00406
Nc1nnn[nH]1,303.15,0.000755,n-butanol,CCCCO,10.1021/acs.jced.9b00385
Sc1nc2ccccc2[nH]1,303.15,0.00941,n-butanol,CCCCO,10.1021/acs.jced.9b00190
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.01785,n-butanol,CCCCO,10.1021/acs.jced.9b00497
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,303.15,0.003369,n-butanol,CCCCO,10.1021/acs.jced.9b00294
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,303.15,0.008115,n-butanol,CCCCO,10.1021/acs.jced.9b00310
N#Cc1cccc([N+](=O)[O-])c1C#N,303.15,0.001003,n-butanol,CCCCO,10.1021/acs.jced.8b01250
O=Cc1cc([N+](=O)[O-])ccc1O,303.15,0.002226,n-butanol,CCCCO,10.1021/acs.jced.9b00232
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,303.15,0.0003894,n-butanol,CCCCO,10.1021/acs.jced.9b00229
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,4.809e-05,n-butanol,CCCCO,10.1021/acs.jced.9b00258
N[C@@H](Cc1ccc(O)cc1)C(=O)O,303.15,2.87e-06,n-butanol,CCCCO,10.1021/acs.jced.9b00258
N[C@H](CC(=O)O)C(=O)O,303.15,0.0003407,n-butanol,CCCCO,10.1021/acs.jced.9b00320
N#CCc1ccccc1[N+](=O)[O-],303.15,0.01294,n-butanol,CCCCO,10.1021/acs.jced.9b00243
Nc1cc([N+](=O)[O-])ccc1Cl,303.15,0.0182,n-butanol,CCCCO,10.1021/acs.jced.8b00931
CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.009896,n-butanol,CCCCO,10.1021/acs.jced.8b01181
N#CCC(N)=O,303.15,0.006669,n-butanol,CCCCO,10.1021/acs.jced.8b01205
Cc1cccc(C(=O)O)c1N,303.15,0.03019,n-butanol,CCCCO,10.1021/acs.jced.8b01226
NC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.001162,n-butanol,CCCCO,10.1021/acs.jced.9b00065
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,303.15,0.000284,n-butanol,CCCCO,10.1021/acs.jced.8b01080
O=C(O)Cc1c[nH]c2ccccc12,303.15,3.6e-05,n-butanol,CCCCO,10.1021/acs.jced.8b01265
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,303.15,0.000612,n-butanol,CCCCO,10.1021/acs.jced.8b01062
NC(=O)c1ccc(N)cc1,303.15,0.003447,n-butanol,CCCCO,10.1021/acs.jced.8b01144
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,303.15,0.0004999,n-butanol,CCCCO,10.1021/acs.jced.8b01101
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,303.15,0.03639,n-butanol,CCCCO,10.1021/acs.jced.8b01099
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,303.15,5.639e-05,n-butanol,CCCCO,10.1021/acs.jced.8b01126
Cc1nc(C)c(C)nc1C,303.15,0.2618,n-butanol,CCCCO,10.1021/acs.jced.8b00888
Nc1nc(Cl)c2[nH]cnc2n1,303.15,0.0002756,n-butanol,CCCCO,10.1021/acs.jced.8b01014
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.002604,n-butanol,CCCCO,10.1021/acs.jced.8b00902
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,303.15,0.0028501,n-butanol,CCCCO,10.1021/acs.jced.8b00663
N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.003876,n-butanol,CCCCO,10.1021/acs.jced.8b00811
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00033369,n-butanol,CCCCO,10.1021/acs.jced.8b00717
O=C(O)c1cc2ccccc2cc1O,303.15,0.03458,n-butanol,CCCCO,10.1021/acs.jced.8b00578
CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,303.15,7.51e-05,n-butanol,CCCCO,10.1021/acs.jced.8b00551
Cc1ccc(S(N)(=O)=O)cc1,303.15,0.0403,n-butanol,CCCCO,10.1021/acs.jced.7b00714
Cc1ccccc1S(N)(=O)=O,303.15,0.03162,n-butanol,CCCCO,10.1021/acs.jced.7b00714
N#Cc1cccc([N+](=O)[O-])c1,303.15,0.006831,n-butanol,CCCCO,10.1021/acs.jced.7b00615
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,303.15,6.393e-05,n-butanol,CCCCO,10.1021/acs.jced.7b00542
NC(=O)c1cccnc1,303.15,0.0415867,n-butanol,CCCCO,10.1021/acs.jced.8b00560
O=C(O)c1c(O)cccc1O,303.15,0.25975,n-butanol,CCCCO,10.1021/acs.jced.6b00957
O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.00267,n-butanol,CCCCO,10.1021/acs.jced.7b00238
COc1cc(C(=O)O)cc(OC)c1O,303.15,0.00624,n-butanol,CCCCO,10.1021/acs.jced.7b00333
COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl,303.15,0.000263,n-butanol,CCCCO,10.1021/acs.jced.8b00235
O=c1nc[nH]c2[nH]ncc12,303.15,0.0001837,n-butanol,CCCCO,10.1021/acs.jced.8b00430
Cc1cc(C)nc(Nc2ccccc2)n1,303.15,0.04981,n-butanol,CCCCO,10.1021/acs.jced.8b00124
O=C(O)Cc1ccccc1Cl,303.15,0.3143,n-butanol,CCCCO,10.1021/acs.jced.8b00139
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,303.15,0.005309,n-butanol,CCCCO,10.1021/acs.jced.7b01134
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,303.15,0.001398,n-butanol,CCCCO,10.1021/acs.jced.8b00043
O=C(c1ccccc1)c1ccccc1,303.15,0.3538,n-butanol,CCCCO,10.1021/acs.jced.8b00196
O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.002737,n-butanol,CCCCO,10.1021/acs.jced.7b00743
Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,303.15,0.00037,n-butanol,CCCCO,10.1021/acs.jced.7b00825
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,303.15,0.00149,n-butanol,CCCCO,10.1021/acs.jced.7b00669
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,0.0002711,n-butanol,CCCCO,10.1021/acs.jced.6b00761
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,303.15,0.01223,n-butanol,CCCCO,10.1021/acs.jced.6b00911
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,303.15,0.0525,n-butanol,CCCCO,10.1021/acs.jced.6b00721
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],303.15,0.000124,n-butanol,CCCCO,10.1021/acs.jced.6b00741
CC(=O)c1ccc(S(C)(=O)=O)cc1,303.15,0.016,n-butanol,CCCCO,10.1021/acs.jced.6b00617
COC(=O)c1c(C)cc(O)c(C)c1O,303.15,0.1153,n-butanol,CCCCO,10.1021/acs.jced.6b00646
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,303.15,0.001298,n-butanol,CCCCO,10.1021/acs.jced.6b00630
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,303.15,0.0002379,n-butanol,CCCCO,10.1021/acs.jced.6b00630
O=C(O)/C=C/c1ccc(O)cc1,303.15,0.0432,n-butanol,CCCCO,10.1021/acs.jced.6b00361
O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],303.15,0.348024,n-butanol,CCCCO,10.1021/acs.jced.6b00219
CCOC(=O)c1ccc(N)cc1,303.15,0.0981,n-butanol,CCCCO,10.1021/acs.jced.6b00037
CS(=O)(=O)c1ccc(C=O)cc1,303.15,0.001404,n-butanol,CCCCO,10.1021/acs.jced.5b01053
COc1cc(C(=O)O)ccc1O,303.15,0.0309,n-butanol,CCCCO,10.1021/acs.jced.5b00619
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],303.15,0.0006396,n-butanol,CCCCO,10.1021/acs.jced.5b00783
O=[N+]([O-])c1ccc(S(=O)(=O)[O-])cc1.[Na+],303.15,0.0006986,n-butanol,CCCCO,10.1021/acs.jced.5b00783
Clc1cc(Cl)cc(Cl)c1,303.15,0.1499,n-butanol,CCCCO,10.1021/acs.jced.5b00607
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.001019,n-butanol,CCCCO,10.1021/acs.jced.5b00714
O=Cc1ccc2ccccc2c1,303.15,0.07581,n-butanol,CCCCO,10.1021/acs.jced.5b00377
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,303.15,0.000105,n-butanol,CCCCO,10.1021/acs.jced.5b00382
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,303.15,0.08695,n-butanol,CCCCO,10.1021/acs.jced.5b00306
Nc1ccc(Cc2ccc(N)cc2)cc1,303.15,0.0296,n-butanol,CCCCO,10.1021/je501111d
